{0: 0.001, 40: 0.0001},,,,,,,,,,,,,,,,,,,
['air1', 'furnace1', 'refrigerator1', 'clotheswasher1', 'drye1', 'dishwasher1', 'kitchenapp1', 'microwave1'],,,,,,,,,,,,,
{2859: ('2015-01-01', '2016-01-01')},,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
logTest,mse1_test,mse2_test,mse3_test,mse4_test,mse5_test, mse6_test,mse7_test,mse8_test,mae1_test,mae2_test,mae3_test,mae4_test,mae5_test, mae6_test,mae7_test,mae8_test,mseTest,maeTest,,
-1803.17,0.146,0.031,0.012,0.025,0.133,0.002,0.001,0.015,0.131,0.074,0.075,0.074,0.04,0.004,0.004,0.017,0.045,0.053,,
,,,,,,,,,,,,,,,,,,,,
relErr1,relErr2,relErr3,relErr4,relErr5,relErr6,relErr7,relErr8,propAssigned1,propAssigned2,propAssigned3,propAssigned4,propAssigned5,,,,,,,,
-0.1434497921,-0.1387499963,0.0121321774,0.949516174,-0.7579798547,-inf,0.0339582377,-0.0204704831,0.7545988244,0.860815035,0.8581818751,0.8611367297,0.9246694701,0.9923578989,0.9919728063,0.9673965179,,,,,
q_z_dim,p_z_dim,p_x_dim,x2s_dim,y2s_dim,z2s_dim,,,,,,,,,,,,,,,
500,500,500,200,200,200,,,,,,,,,,,,,,,
epoch,log,kl,mse1,mse2,mse3,mse4,mse5,mse6,mse7,mse8,mae1,mae2,mae3,mae4,mae5,mae6,mae7,mae8,mse,mae
0,464.51,15.22,1.267,1.124,1.104,1.046,1.151,1.094,1.155,1.118,0.89,0.843,0.834,0.812,0.84,0.83,0.852,0.839,1.1324,0.8425
10,-777.75,0.43,0.166,0.044,0.014,0.008,0.096,0.014,0.015,0.017,0.179,0.123,0.087,0.041,0.094,0.058,0.073,0.053,0.0468,0.0885
20,-852.45,5.8,0.21,0.117,0.012,0.033,0.111,0.009,0.026,0.049,0.2,0.302,0.077,0.068,0.058,0.036,0.09,0.096,0.0709,0.1159
31,-493.08,9.49,0.201,0.112,0.016,0.073,0.11,0.01,0.024,0.042,0.186,0.276,0.085,0.172,0.051,0.046,0.091,0.07,0.0735,0.1221
41,-1332.02,5.55,0.149,0.037,0.02,0.019,0.097,0.006,0.006,0.038,0.14,0.091,0.081,0.061,0.044,0.032,0.019,0.086,0.0465,0.0693
51,-1829.15,1.05,0.127,0.03,0.013,0.01,0.077,0.002,0.002,0.022,0.112,0.071,0.073,0.024,0.023,0.009,0.007,0.033,0.0354,0.044
62,-1994.54,1.27,0.125,0.029,0.013,0.008,0.077,0.002,0.002,0.018,0.11,0.068,0.073,0.019,0.022,0.006,0.006,0.025,0.0343,0.0411
72,-1805.76,0.84,0.128,0.029,0.013,0.008,0.128,0.002,0.002,0.018,0.113,0.068,0.074,0.018,0.066,0.006,0.006,0.023,0.041,0.0468
83,-1974.62,0.91,0.131,0.029,0.012,0.007,0.123,0.002,0.002,0.017,0.116,0.07,0.075,0.016,0.044,0.005,0.005,0.022,0.0404,0.0441
93,-2099.24,0.74,0.133,0.029,0.012,0.007,0.114,0.002,0.002,0.016,0.118,0.069,0.075,0.015,0.037,0.005,0.005,0.02,0.0394,0.043
103,-1912.14,0.96,0.135,0.029,0.011,0.006,0.122,0.002,0.001,0.018,0.118,0.069,0.072,0.012,0.047,0.004,0.004,0.021,0.0405,0.0434
114,-2058.86,1.21,0.137,0.03,0.012,0.006,0.118,0.002,0.002,0.019,0.123,0.072,0.076,0.014,0.06,0.005,0.005,0.024,0.0408,0.0474
124,-2114.04,0.98,0.139,0.03,0.012,0.006,0.086,0.002,0.001,0.028,0.124,0.071,0.075,0.014,0.033,0.005,0.004,0.037,0.038,0.0454
134,-2210.97,1.03,0.139,0.03,0.012,0.006,0.088,0.002,0.001,0.025,0.125,0.071,0.074,0.012,0.03,0.004,0.004,0.03,0.0379,0.0438
145,-2176.08,2.14,0.14,0.03,0.011,0.005,0.083,0.002,0.001,0.022,0.125,0.073,0.074,0.011,0.027,0.004,0.005,0.027,0.0368,0.0433
155,-2162.04,1.64,0.138,0.03,0.012,0.005,0.085,0.002,0.001,0.02,0.124,0.072,0.074,0.012,0.028,0.004,0.004,0.023,0.0366,0.0426
166,-1941.83,2.37,0.145,0.032,0.014,0.007,0.113,0.002,0.002,0.022,0.133,0.078,0.082,0.015,0.047,0.005,0.006,0.027,0.0421,0.0491
176,-1815.98,0.93,0.138,0.03,0.011,0.007,0.095,0.002,0.001,0.017,0.124,0.072,0.073,0.044,0.03,0.004,0.004,0.02,0.0376,0.0464
186,-1709.67,1.62,0.138,0.03,0.011,0.042,0.115,0.002,0.001,0.016,0.125,0.071,0.074,0.092,0.048,0.004,0.005,0.021,0.0444,0.055
197,-2153.3,1.1,0.139,0.029,0.011,0.028,0.092,0.002,0.001,0.014,0.125,0.07,0.074,0.056,0.031,0.005,0.004,0.017,0.0395,0.0478
200,-1810.45,1.36,0.135,0.029,0.012,0.025,0.092,0.002,0.001,0.014,0.123,0.071,0.075,0.074,0.031,0.004,0.004,0.017,0.0388,0.0499
,,,,,,,,,,,,,,,,,,,,
batch,perReal1,perReal2,perReal3,perReal4,perReal5,perReal6,perReal7,perReal8,perPredict1,perPredict2,perPredict3,perPredict4,perPredict5,perPredict6,perPredict7,perPredict8,,,,
0,0.39042,0.23472,0.2385,0.00521,0.08126,0.00177,0.00186,0.04626,0.34762,0.21542,0.24853,0.12098,0.01305,-0.00631,0.00294,0.04771,,,,
1,0.40583,0.22926,0.24005,0.00538,0.07318,0,0.00158,0.04473,0.33615,0.20239,0.23626,0.11466,0.02939,-0.00563,0.00143,0.04051,,,,
2,0.40199,0.2381,0.216,0.00143,0.10382,0,0.00177,0.03689,0.32474,0.18798,0.21431,0.1069,0.02054,-0.00494,0.00138,0.03812,,,,
3,0.40654,0.25061,0.21739,0.00979,0.05893,0.00882,0.00194,0.04599,0.31561,0.1932,0.22065,0.11343,0.01935,-0.00564,0.00192,0.04223,,,,
4,0.36474,0.22044,0.24675,0.00274,0.10247,0.00592,0.00191,0.05504,0.35695,0.20031,0.24769,0.13467,0.01362,-0.006,0.0038,0.04453,,,,
5,0.364,0.21655,0.22681,0.00812,0.13972,0.00059,0.00182,0.04239,0.3384,0.20002,0.23297,0.10515,0.0127,-0.00505,0.00375,0.04445,,,,
6,0.37215,0.21831,0.19844,0.00417,0.15293,0.01802,0.0013,0.03466,0.32314,0.19454,0.20268,0.10072,0.01304,-0.00442,0.00228,0.03709,,,,
7,0.38624,0.22098,0.23572,0.00417,0.09849,0.00963,0.00136,0.0434,0.34619,0.20592,0.24038,0.1217,0.01434,-0.00482,0.00136,0.0443,,,,
8,0.38059,0.23284,0.23635,0.00838,0.07733,0.01092,0.00242,0.05118,0.33062,0.19618,0.24114,0.1208,0.03109,-0.00434,0.00134,0.04561,,,,
9,0.4582,0.251,0.21272,0.00729,0.03282,0.00268,0.00128,0.03401,0.3304,0.18915,0.21257,0.10032,0.01559,-0.0047,0.00039,0.03684,,,,
AVG,0.39307,0.23128,0.22687,0.00567,0.09209,0.00583,0.00172,0.04346,0.33498,0.19851,0.22972,0.11393,0.01827,-0.00518,0.00206,0.04214,,,,
